53478.0,40.0,112.27,
53486.0,40.22,113.46,
53487.0,40.05,113.25,
53488.0,40.02,113.35,
53490.0,40.26,114.03,
53565.0,39.26,111.3,
53573.0,40.0,112.42,
53574.0,39.31,112.16,
53575.0,39.06,112.12,
53576.0,39.3,112.49,
53577.0,39.0,112.18,
53578.0,39.22,112.26,
53579.0,39.01,112.54,
53582.0,39.43,113.4,
53584.0,39.34,113.1,
53585.0,39.1,113.16,
53588.0,38.57,113.31,
53590.0,39.45,114.16,
53594.0,39.27,114.11,
53659.0,37.58,111.0,
53660.0,39.01,111.05,
53662.0,38.43,111.35,
53663.0,38.55,111.49,
53664.0,38.28,111.08,
53665.0,38.17,111.39,
53666.0,38.21,111.56,
53669.0,38.05,111.48,
53673.0,38.44,112.43,
53674.0,38.24,112.42,
53676.0,38.3,112.59,
53677.0,37.56,112.29,
53678.0,38.04,112.39,
53679.0,37.45,112.33,
53681.0,38.5,113.22,
53685.0,38.04,113.25,
53687.0,37.47,113.38,
53759.0,36.59,110.5,
53760.0,37.53,111.14,
53763.0,37.55,112.1,
53764.0,37.3,111.06,
53767.0,37.2,111.1,
53768.0,37.09,111.45,
53769.0,37.15,111.47,
53770.0,37.21,112.21,
53771.0,37.25,112.03,
53772.0,37.37,112.35,
53774.0,37.35,112.22,
53775.0,37.25,112.36,
53776.0,37.41,112.46,
53777.0,37.32,112.09,
53778.0,37.1,112.13,
53780.0,37.54,113.09,
53782.0,37.56,113.37,
53783.0,37.36,113.42,
53786.0,37.05,113.2,
53787.0,37.04,112.59,
53788.0,37.2,113.34,
53853.0,36.42,110.57,
53860.0,36.59,111.1,
53861.0,35.53,111.23,
53862.0,36.51,111.48,
53863.0,37.02,111.55,
53864.0,36.24,111.06,
53865.0,36.39,111.33,
53866.0,36.14,111.4,
53868.0,36.04,111.3,
53869.0,36.35,111.42,
53871.0,36.5,112.51,
53872.0,36.46,112.41,
53873.0,36.06,112.52,
53874.0,36.15,111.54,
53875.0,36.31,112.21,
53877.0,36.1,112.15,
53878.0,36.31,113.23,
53879.0,36.19,112.53,
53880.0,36.2,113.14,
53882.0,36.04,113.02,
53884.0,36.31,113.02,
53885.0,36.07,113.12,
53888.0,36.12,113.26,
53954.0,35.37,110.58,
53956.0,35.24,110.5,
53958.0,35.1,110.47,
53959.0,35.03,111.03,
53961.0,35.39,111.29,
53962.0,35.44,111.42,
53963.0,35.39,111.22,
53964.0,35.37,111.13,
53965.0,35.31,111.34,
53966.0,35.59,111.5,
53967.0,35.2,111.12,
53968.0,35.17,111.4,
53970.0,35.42,112.12,
53973.0,35.46,112.57,
53975.0,35.29,112.24,
53976.0,35.3,112.52,
53981.0,35.47,113.16,
57060.0,35.1,111.14,
53564.0,39.37,111.21,
53753.0,37.44,110.89,
53852.0,36.77,110.64,
53856.0,36.46,110.75,
53859.0,36.09,110.66,
53953.0,35.95,110.86,
53957.0,35.61,110.71,
57052.0,34.88,110.45,
57053.0,34.70,110.71,
57061.0,34.84,111.20,
