1.143998e+02,3.964300e+01
1.144004e+02,3.964220e+01
1.144096e+02,3.963220e+01
1.144156e+02,3.962540e+01
1.144184e+02,3.962020e+01
1.144188e+02,3.961740e+01
1.144164e+02,3.961380e+01
1.144172e+02,3.961060e+01
1.144192e+02,3.960940e+01
1.144220e+02,3.960980e+01
1.144252e+02,3.960820e+01
1.144284e+02,3.960540e+01
1.144300e+02,3.960460e+01
1.144348e+02,3.960460e+01
1.144424e+02,3.960580e+01
1.144520e+02,3.960860e+01
1.144592e+02,3.960900e+01
1.144648e+02,3.960860e+01
1.144708e+02,3.960700e+01
1.144748e+02,3.960580e+01
1.144792e+02,3.960380e+01
1.144816e+02,3.960220e+01
1.144848e+02,3.960180e+01
1.144880e+02,3.960220e+01
1.144900e+02,3.960340e+01
1.144936e+02,3.960340e+01
1.144952e+02,3.960220e+01
1.144976e+02,3.959460e+01
1.144980e+02,3.959380e+01
1.145040e+02,3.957460e+01
1.145080e+02,3.956460e+01
1.145092e+02,3.956380e+01
1.145136e+02,3.956220e+01
1.145200e+02,3.956340e+01
1.145264e+02,3.956700e+01
1.145300e+02,3.957020e+01
1.145364e+02,3.957420e+01
1.145424e+02,3.957620e+01
1.145468e+02,3.957780e+01
1.145504e+02,3.957860e+01
1.145544e+02,3.957860e+01
1.145576e+02,3.957780e+01
1.145598e+02,3.957560e+01
1.145604e+02,3.957540e+01
1.145608e+02,3.957180e+01
1.145588e+02,3.956540e+01
1.145568e+02,3.955460e+01
1.145508e+02,3.953140e+01
1.145504e+02,3.953020e+01
1.145496e+02,3.952900e+01
1.145480e+02,3.952780e+01
1.145420e+02,3.952500e+01
1.145412e+02,3.952380e+01
1.145384e+02,3.952140e+01
1.145360e+02,3.951860e+01
1.145340e+02,3.951460e+01
1.145312e+02,3.949060e+01
1.145268e+02,3.948500e+01
1.145208e+02,3.948300e+01
1.145160e+02,3.948300e+01
1.145120e+02,3.948060e+01
1.145072e+02,3.947820e+01
1.145020e+02,3.947660e+01
1.144972e+02,3.947620e+01
1.144952e+02,3.947500e+01
1.144948e+02,3.947220e+01
1.144968e+02,3.946300e+01
1.144960e+02,3.944860e+01
1.144924e+02,3.944100e+01
1.144856e+02,3.943100e+01
1.144752e+02,3.941980e+01
1.144712e+02,3.941380e+01
1.144680e+02,3.940300e+01
1.144676e+02,3.939380e+01
1.144664e+02,3.938420e+01
1.144664e+02,3.938300e+01
1.144660e+02,3.938020e+01
1.144636e+02,3.935940e+01
1.144620e+02,3.935420e+01
1.144628e+02,3.935300e+01
1.144640e+02,3.935180e+01
1.144684e+02,3.935100e+01
1.144736e+02,3.934860e+01
1.144736e+02,3.934700e+01
1.144728e+02,3.934500e+01
1.144632e+02,3.933780e+01
1.144620e+02,3.933540e+01
1.144604e+02,3.933100e+01
1.144592e+02,3.932780e+01
1.144540e+02,3.932620e+01
1.144480e+02,3.932540e+01
1.144368e+02,3.932060e+01
1.144316e+02,3.931700e+01
1.144276e+02,3.931380e+01
1.144252e+02,3.930900e+01
1.144264e+02,3.929780e+01
1.144264e+02,3.929340e+01
1.144260e+02,3.929260e+01
1.144232e+02,3.928980e+01
1.144212e+02,3.928580e+01
1.144204e+02,3.928100e+01
1.144212e+02,3.927460e+01
1.144224e+02,3.927020e+01
1.144248e+02,3.926580e+01
1.144300e+02,3.926100e+01
1.144304e+02,3.926020e+01
